var,state,year,value
,base,2047,167.8099
,base,2048,170.3888
,base,2049,172.9815
,base,2020,21.8932
,base,2021,21.8213
,base,2022,21.5491
,base,2023,22.0865
,base,2024,22.8127
,base,2025,23.0379
,base,2026,23.4514
,base,2027,23.8301
,base,2028,24.2072
,base,2029,24.5798
,base,2030,24.9487
,base,2031,25.314
,base,2032,25.6758
,base,2033,26.034
,base,2034,26.3888
,base,2035,26.7404
,base,2036,27.0889
,base,2037,27.4351
,base,2038,27.7792
,base,2039,28.1214
,base,2040,28.4618
,base,2041,28.8008
,base,2042,29.1384
,base,2043,29.4748
,base,2044,29.8104
,base,2045,30.1453
,base,2046,30.4798
,base,2047,30.8143
,base,2048,31.1491
,base,2049,31.4847
,base,2020,29.1646
,base,2021,29.0696
,base,2022,28.4814
,base,2023,29.2916
,base,2024,29.8575
,base,2025,30.4557
,base,2026,31.1958
,base,2027,31.9332
,base,2028,32.6812
,base,2029,33.436
,base,2030,34.197
,base,2031,34.963
,base,2032,35.7334
,base,2033,36.5075
,base,2034,37.285
,base,2035,38.0653
,base,2036,38.8484
,base,2037,39.6349
,base,2038,40.4249
,base,2039,41.2185
,base,2040,42.0153
,base,2041,42.8159
,base,2042,43.6202
,base,2043,44.4283
,base,2044,45.2406
,base,2045,46.0572
,base,2046,46.8785
,base,2047,47.7049
,base,2048,48.537
,base,2049,49.3756
,base,2020,18.4058
,base,2021,18.7423
,base,2022,19.5007
,base,2023,20.5707
,base,2024,20.493
,base,2025,21.5006
,base,2026,22.0191
,base,2027,22.6345
,base,2028,23.2684
,base,2029,23.9234
,base,2030,24.5967
,base,2031,25.2866
,base,2032,25.9909
,base,2033,26.7076
,base,2034,27.4351
,base,2035,28.172
,base,2036,28.9171
,base,2037,29.6698
,base,2038,30.4291
,base,2039,31.194
,base,2040,31.9637
,base,2041,32.7374
,base,2042,33.5141
,base,2043,34.2932
,base,2044,35.074
,base,2045,35.8556
,base,2046,36.6377
,base,2047,37.4195
,base,2048,38.2008
,base,2049,38.9809
,base,2020,0.2957
,base,2021,0.2961
,base,2022,0.3046
,base,2023,0.3155
,base,2024,0.3157
,base,2025,0.3255
,base,2026,0.3342
,base,2027,0.3424
,base,2028,0.3504
,base,2029,0.358
,base,2030,0.3653
,base,2031,0.3724
,base,2032,0.3793
,base,2033,0.3859
,base,2034,0.3924
,base,2035,0.3987
,base,2036,0.4048
,base,2037,0.4107
,base,2038,0.4165
,base,2039,0.4222
,base,2040,0.4277
,base,2041,0.4331
,base,2042,0.4385
,base,2043,0.4437
,base,2044,0.4488
,base,2045,0.4538
,base,2046,0.4587
,base,2047,0.4636
,base,2048,0.4683
,base,2049,0.473
,base,2020,59.4124
,base,2021,59.5638
,base,2022,60.8748
,base,2023,63.4837
,base,2024,63.7326
,base,2025,65.8518
,base,2026,67.2594
,base,2027,68.7909
,base,2028,70.3339
,base,2029,71.8876
,base,2030,73.4472
,base,2031,75.0095
,base,2032,76.5715
,base,2033,78.1305
,base,2034,79.6847
,base,2035,81.2329
,base,2036,82.7744
,base,2037,84.3105
,base,2038,85.841
,base,2039,87.3653
,base,2040,88.8831
,base,2041,90.3943
,base,2042,91.8984
,base,2043,93.3953
,base,2044,94.885
,base,2045,96.3674
,base,2046,97.8425
,base,2047,99.3108
,base,2048,100.7727
,base,2049,102.2286
,base,2020,56.7066
,base,2021,57.6372
,base,2022,56.426
,base,2023,56.7255
,base,2024,57.5673
,base,2025,58.4692
,base,2026,59.9727
,base,2027,61.4177
,base,2028,62.888
,base,2029,64.3696
,base,2030,65.8611
,base,2031,67.361
,base,2032,68.8683
,base,2033,70.3823
,base,2034,71.9025
,base,2035,73.4289
,base,2036,74.9614
,base,2037,76.502
,base,2038,78.0512
,base,2039,79.6093
,base,2040,81.1765
,base,2041,82.7534
,base,2042,84.3403
,base,2043,85.9375
,base,2044,87.5458
,base,2045,89.1657
,base,2046,90.7979
,base,2047,92.4434
,base,2048,94.1034
,base,2049,95.779
,base,2020,32.9903
,base,2021,33.6227
,base,2022,34.425
,base,2023,35.0739
,base,2024,35.4327
,base,2025,36.0104
,base,2026,36.573
,base,2027,37.1108
,base,2028,37.6358
,base,2029,38.1489
,base,2030,38.6528
,base,2031,39.1495
,base,2032,39.6399
,base,2033,40.1247
,base,2034,40.6046
,base,2035,41.08
,base,2036,41.5516
,base,2037,42.0209
,base,2038,42.4882
,base,2039,42.9536
,base,2040,43.4175
,base,2041,43.8798
,base,2042,44.3408
,base,2043,44.8007
,base,2044,45.2596
,base,2045,45.7177
,base,2046,46.1754
,base,2047,46.6331
